lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
52.32,-0.16,Godmanchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.27,0.07,3-32 The Paddock,Westerham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,-0.45,3-69 Tudor Way,Uxbridge,"['locality', 'political']",Na,Na,Na,Na,['route']
51.37,0.16,Crockenhill,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.86,0.55,Black Notley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.87,0.71,Na,Na,Na,Na,Na,Na,Na,Na
51.55,-0.12,1-35 Hartham Rd,Toolstation Islington,"['hardware_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Bright A Blind,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Royal Mail Holloway Delivery Office,"['point_of_interest', 'establishment']",['route']
51.61,0.48,Na,Na,Na,Na,Na,Na,Na,Na
51.43,0.33,Northfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,0.55,Southend Road,Wickford,"['locality', 'political']",Na,Na,Na,Na,['route']
52.17,1.4,Na,Na,Na,Na,Na,Na,Na,Na
51.84,-0.42,M1,Na,Na,Na,Na,Na,Na,['route']
52.19,1.1,Na,Na,Na,Na,Na,Na,Na,Na
51.27,-0.15,Na,Na,Na,Na,Na,Na,Na,Na
51.43,0.26,70-75 Darenth Park Ave,Dartford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.29,0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.6,-0.24,Grahame Park Way,Edgware,"['locality', 'political']",Na,Na,Na,Na,['route']
51.48,-1.56,Na,Na,Na,Na,Na,Na,Na,Na
51.26,-0.1,Bletchingley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.64,0.39,Na,Na,Na,Na,Na,Na,Na,Na
51.99,1.04,Capel Saint Mary,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.12,1.1,A14,Barham,"['locality', 'political']",Na,Na,Na,Na,['route']
52.37,-1.16,Na,Na,Na,Na,Na,Na,Na,Na
51.69,0.25,Na,Na,Na,Na,Na,Na,Na,Na
51.44,0.2,Dartford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.13,Barking,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.12,Na,Na,Na,Na,Na,Na,Na,Na
51.75,0.69,Na,Na,Na,Na,Na,Na,Na,Na
51.87,1.07,Na,Na,Na,Na,Na,Na,Na,Na
51.36,-0.5,Addlestone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0.12,1-31 Milner Rd,B C T Master Builders,"['general_contractor', 'point_of_interest', 'establishment']",Floglass Windscreens,"['car_repair', 'point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",['route']
51.49,-0.44,Harlington,Sipson Meadow,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.9,0.82,Na,Na,Na,Na,Na,Na,Na,Na
52.44,-1.43,Na,Na,Na,Na,Na,Na,Na,Na
51.53,-0.22,41-5 Bayford Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.57,-0.22,46-26 Clitterhouse Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,1.06,Colchester Road,Crabtree Farm,"['point_of_interest', 'establishment']",Great Bentley,"['locality', 'political']",Na,Na,['route']
51.5,-0.72,Na,Na,Na,Na,Na,Na,Na,Na
51.51,0.23,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.38,Brentwood Road,Orsett,"['locality', 'political']",Na,Na,Na,Na,['route']
51.45,-0.53,Stanwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,-0.59,M4,Slough,"['locality', 'political']",Na,Na,Na,Na,['route']
53.01,-2.33,M6,Na,Na,Na,Na,Na,Na,['route']
52.33,-1.14,Na,Na,Na,Na,Na,Na,Na,Na
51.58,-0.53,Denham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.4,0.43,Watling Street,Shorne,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,-1.95,Na,Na,Na,Na,Na,Na,Na,Na
52.2,-0.92,Na,Na,Na,Na,Na,Na,Na,Na
51.57,-0.27,43-19 Kingsmere Park,Magxus,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.57,0.25,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.31,-0.39,Great Bookham,Stoke D'Abernon,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.4,-1.17,Na,Na,Na,Na,Na,Na,Na,Na
51.86,0.37,Na,Na,Na,Na,Na,Na,Na,Na
52.25,0.36,Na,Na,Na,Na,Na,Na,Na,Na
52.31,-1.13,Na,Na,Na,Na,Na,Na,Na,Na
51.64,0.26,28-171 Coxtie Green Rd,Brentwood,"['locality', 'political']",Na,Na,Na,Na,['route']
51.43,0.29,Bean,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.63,0.01,23-13 Kimberley Rd,Banks Construction,"['general_contractor', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
52.02,-0.59,Na,Na,Na,Na,Na,Na,Na,Na
51.48,-0.09,Edmund Street,Ayres Court,"['point_of_interest', 'establishment']",Hogan Court,"['point_of_interest', 'establishment']",The Yardcafe,"['point_of_interest', 'establishment']",['route']
51.59,0.6,56-2 The Approach,The Approach,"['point_of_interest', 'establishment']",Rayleigh,"['locality', 'political']",Na,Na,['route']
51.71,0.32,Norton Heath Equestrian Centre,Na,Na,Na,Na,Na,Na,"['point_of_interest', 'establishment']"
51.41,-0.97,Reading,Three Mile Cross,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.47,-1.55,Na,Na,Na,Na,Na,Na,Na,Na
51.44,-0.83,Na,Na,Na,Na,Na,Na,Na,Na
51.9,1,Elmstead,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.88,0.44,Na,Na,Na,Na,Na,Na,Na,Na
51.55,0.62,London Road,Hadleigh,"['locality', 'political']",Na,Na,Na,Na,['route']
52.42,-1.29,Na,Na,Na,Na,Na,Na,Na,Na
51.55,-0.39,Ruislip,Northolt,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.39,-0.53,Hardwick Lane,Chertsey,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,-1.5,M4,Na,Na,Na,Na,Na,Na,['route']
51.37,-0.11,3-25 Warrington Rd,TCB Sounds Mobile Disco & DJ Hire,"['point_of_interest', 'establishment']",Marguet & Ball Translations,"['point_of_interest', 'establishment']",Deytips,"['point_of_interest', 'establishment']",['route']
51.82,0.18,Na,Na,Na,Na,Na,Na,Na,Na
51.31,-0.37,Fetcham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.38,-0.59,Longcross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.49,-0.56,Na,Na,Na,Na,Na,Na,Na,Na
51.94,0.22,M11,Na,Na,Na,Na,Na,Na,['route']
51.44,-0.54,Na,Na,Na,Na,Na,Na,Na,Na
52.33,-0.18,33-19 Hartford Rd,Chilli Bite,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",Huntingdon and District Wargames Society,"['point_of_interest', 'establishment']",Montagu Club,"['point_of_interest', 'establishment']",['route']
52.25,0.37,Na,Na,Na,Na,Na,Na,Na,Na
51.45,-1.39,Na,Na,Na,Na,Na,Na,Na,Na
51.6,0,Wadham Road,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.51,-2.09,Na,Na,Na,Na,Na,Na,Na,Na
51.5,-0.47,West Drayton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.42,-0.99,500 S Oak Way,PRA Health Sciences - Reading,"['point_of_interest', 'establishment']",Caffé Dallucci,"['cafe', 'food', 'point_of_interest', 'establishment']",Bayer plc.,"['point_of_interest', 'establishment']",['route']
52.02,1.12,Na,Na,Na,Na,Na,Na,Na,Na
51.93,0.88,Ivy Lodge Road,NetvisionLead,"['finance', 'point_of_interest', 'establishment']",Great Horkesley,"['locality', 'political']",Na,Na,['route']
52.06,1.24,9-17 Rowarth Ave,Kesgrave,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,0.74,Southend-on-Sea,Camelia Hotel Southend,"['lodging', 'point_of_interest', 'establishment']",The Moorings Bed and Breakfast,"['lodging', 'point_of_interest', 'establishment']",The Beachfront,"['real_estate_agency', 'lodging', 'point_of_interest', 'establishment']",['route']
51.51,0.42,Stanford-le-Hope,St Clere's School,"['school', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.6,0.69,Princess Gardens,Cynthia Lee,"['health', 'point_of_interest', 'establishment']",Rochford,"['locality', 'political']",Na,Na,['route']
51.97,0.87,Horkesley Road,Dedham Vale AONB,"['premise', 'park', 'point_of_interest', 'establishment']",Nayland,"['locality', 'political']",Na,Na,['route']
52.06,1.22,62-18 Yewtree Grove,Steve Smith Electrical Contractors,"['electrician', 'point_of_interest', 'establishment']",Light Star,"['beauty_salon', 'point_of_interest', 'establishment']",Kesgrave,"['locality', 'political']",['route']
51.48,0.23,Purfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.86,0.9,15-5 Thomas Benold Walk,Colchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.75,Southend-on-Sea,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.77,-0.01,26 Tregelles Rd,Focused Landscapes,"['general_contractor', 'point_of_interest', 'establishment']",PJ Plumbers,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Hoddesdon,"['locality', 'political']",['route']
51.42,-0.13,42-26 Westwell Rd,ALICE JEWELLERY,"['jewelry_store', 'store', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
52.04,1.17,Ipswich,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.09,1.31,Cumberland Street,Cherry Tree Inn,"['bar', 'point_of_interest', 'establishment']",A Touch of Grass Ltd.,"['general_contractor', 'point_of_interest', 'establishment']",Notcutts Garden Centre Woodbridge,"['furniture_store', 'home_goods_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",['route']
51.49,-0.04,Carolean Crescent,Federation Of Drug & Alcohol Professionals,"['point_of_interest', 'establishment']",ROI Focus,"['point_of_interest', 'establishment']",Gothenburg Court,"['point_of_interest', 'establishment']",['route']
51.82,0.5,A131,Na,Na,Na,Na,Na,Na,['route']
51.91,0.58,Braintree,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.87,0.91,190-232 Mersea Rd,P Shaw & Son,"['general_contractor', 'point_of_interest', 'establishment']",Middlewick Ranges,"['transit_station', 'point_of_interest', 'establishment']",Middlewick Ranges,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.72,-0.03,Hollyfields,Pug Digital UK,"['point_of_interest', 'establishment']",Cheshunt,"['locality', 'political']",Na,Na,['route']
51.52,-0.4,29-45 Shaftesbury Waye,Warren Park,"['premise', 'point_of_interest', 'establishment']",Hayes,"['locality', 'political']",Na,Na,['route']
51.61,0.44,Billericay,Saint Peter's Roman Catholic Primary School,"['school', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.57,0.58,1-43 Park Rd,Farley David Photography and Sound Recording,"['point_of_interest', 'establishment']",Astec Domestic Services,"['point_of_interest', 'establishment']",besTcars,"['point_of_interest', 'establishment']",['route']
51.91,0.85,5-4 Chapel Ln,West Bergholt,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.63,Lillyville Walk,Pensions Administration & Trustee Service,"['finance', 'point_of_interest', 'establishment']",Rayleigh,"['locality', 'political']",Na,Na,['route']
51.74,-0.02,Winford Drive,Satellite Camera Services,"['point_of_interest', 'establishment']",Newall Tools Ltd,"['store', 'point_of_interest', 'establishment']",Broxbourne,"['locality', 'political']",['route']
51.5,0.01,Olympian Way,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,0.56,Worcester Close,Braintree,"['locality', 'political']",Na,Na,Na,Na,['route']
51.77,-0.23,109-98 Chelwood Ave,Hatfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.44,-0.09,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.65,-0.03,78 Suez Rd,Clipper Logistics plc,"['point_of_interest', 'establishment']",Lee Industrial Ltd,"['hardware_store', 'store', 'point_of_interest', 'establishment']",Alamo Rent A Car,"['car_rental', 'point_of_interest', 'establishment']",['route']
51.49,0.33,124-104 Lodge Ln,Co op,"['atm', 'finance', 'point_of_interest', 'establishment']",Aerocomm Ltd,"['point_of_interest', 'establishment']",Going Commando Personal Training,"['health', 'point_of_interest', 'establishment']",['route']
51.67,-0.07,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,-0.14,Brunswick Garage,14-2 Ryhope Rd,['route'],4 Front Furniture Ltd,"['point_of_interest', 'establishment']",Selco Builders Warehouse New Southgate,"['home_goods_store', 'store', 'point_of_interest', 'establishment']","['car_repair', 'point_of_interest', 'establishment']"
51.44,-0.1,22-12 Thurlow Hill,JH Plumbing,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.66,0.25,Na,Na,Na,Na,Na,Na,Na,Na
51.74,0.43,Lordship Road,Writtle,"['locality', 'political']",Na,Na,Na,Na,['route']
51.66,0.31,2-8 Mountnessing Ln,Doddinghurst,"['locality', 'political']",Na,Na,Na,Na,['route']
51.05,-0.2,Handcross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.65,0.62,23 Drapers Rd,Recycled Plastics,"['point_of_interest', 'establishment']",South Woodham Ferrers,"['locality', 'political']",Na,Na,['route']
51.55,0.75,Southend-on-Sea,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.89,0.89,Ropes Lane,Colchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.73,0.41,Fosters Close,Writtle,"['locality', 'political']",Na,Na,Na,Na,['route']
52.06,1.12,Ipswich,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.75,-0.24,Hatfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.78,-0.22,Welwyn Garden City,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,0.62,66-2 Burnham Rd,Hullbridge,"['locality', 'political']",Na,Na,Na,Na,['route']
51.44,-0.06,Eliot Bank,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,0.06,136-54 Elibank Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.27,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,-0.08,716-658 Seven Sisters Rd,Simone Williams,"['clothing_store', 'store', 'point_of_interest', 'establishment']",St Anns Road Seven Sisters Rd (Stop TS),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Yiadirin I,"['point_of_interest', 'establishment']",['route']
51.63,0.17,Na,Na,Na,Na,Na,Na,Na,Na
51.52,0,6-5 South Cres,Scaffolding Access Ltd,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
52.06,-0.7,London Road,Na,Na,Na,Na,Na,Na,['route']
51.4,-0.25,New Malden,Blagdon Road Open Space,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.61,0.49,Woolshots Road,Wickford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.64,0.4,Na,Na,Na,Na,Na,Na,Na,Na
52.02,1.21,Na,Na,Na,Na,Na,Na,Na,Na
51.42,-0.25,London,Beverley Meads Recreation Ground,"['park', 'premise', 'point_of_interest', 'establishment']",Kingston upon Thames,"['locality', 'political']",Na,Na,"['locality', 'political']"
51.01,-0.2,Na,Na,Na,Na,Na,Na,Na,Na
51.83,0.51,Great Leighs,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.44,0.05,London,Direct 2 Cars,"['point_of_interest', 'establishment']",Abba Dart,"['point_of_interest', 'establishment']",Mottingham Metals,"['car_repair', 'store', 'point_of_interest', 'establishment']","['locality', 'political']"
51.38,0.18,Crockenhill,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.15,-0.14,Horley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.46,Na,Na,Na,Na,Na,Na,Na,Na
51.6,0.11,Ilford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.47,0.34,Tilbury,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,-0.38,110-36 Gaddesden Cres,Eco MicroCement - London,"['general_contractor', 'point_of_interest', 'establishment']",TCK Roofing,"['roofing_contractor', 'point_of_interest', 'establishment']",Watford,"['locality', 'political']",['route']
52.09,1.11,Bramford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.46,Chelmsford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.57,300-292 Long Rd,Hawkesbury Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Canvey Island,"['locality', 'political']",Na,Na,['route']
51.81,0.63,33-163 Bramble Rd,Witham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.48,0.24,Wingrove Drive,George Builder Services,"['point_of_interest', 'establishment']",Cjspecs,"['store', 'health', 'point_of_interest', 'establishment']",Purfleet,"['locality', 'political']",['route']
51.64,-0.04,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.64,-0.08,Teynham Avenue,Oak Lodge Hotel,"['lodging', 'point_of_interest', 'establishment']",Hotel London,"['lodging', 'point_of_interest', 'establishment']",Enfield,"['locality', 'political']",['route']
51.61,0.03,58-10 Monkham's Ave,Woodford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.21,-0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.59,0.37,Ingrave,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,-0.17,Marylebone Flyover,PubLove,"['bar', 'lodging', 'point_of_interest', 'establishment']",The Green Man,"['bar', 'point_of_interest', 'establishment']",Call Handling Services,"['point_of_interest', 'establishment']",['route']
51.7,-0.38,Watford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,-0.05,248-244 Montagu Rd,Edmonton Federation Cemetery,"['transit_station', 'point_of_interest', 'establishment']",Edmonton Federation Cemetery,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",For Autos (MOT STATION),"['car_repair', 'point_of_interest', 'establishment']",['route']
51.66,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.62,-0.13,86 Morton Way,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.63,-0.11,London,Woodcroft Sports Ground,"['premise', 'point_of_interest', 'establishment']",Woodcroft Sports Ground Tennis Courts,"['premise', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.37,-0.27,66-50 Riverview Rd,Epsom,"['locality', 'political']",Na,Na,Na,Na,['route']
51.66,0.33,Na,Na,Na,Na,Na,Na,Na,Na
51.43,0.19,Manor Close,Dartford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.72,0.6,Danbury,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.48,-0.29,280-262 A307,Museum no 1,"['museum', 'point_of_interest', 'establishment']",Richmond,"['locality', 'political']",Na,Na,['route']
51.59,0.09,Ilford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.37,-0.63,Chobham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.14,121-133 A400,Apartments Camden Town,"['lodging', 'point_of_interest', 'establishment']",Indigo Habitat,"['real_estate_agency', 'point_of_interest', 'establishment']",M&K ACCOUNTANTS LIMITED,"['accounting', 'finance', 'point_of_interest', 'establishment']",['route']
51.55,0.1,76-24 Malvern Dr,poundmonkey.com,"['electronics_store', 'store', 'point_of_interest', 'establishment']",A 2 Z Human Resource Consultation Ltd,"['point_of_interest', 'establishment']",Ilford,"['locality', 'political']",['route']
51.64,0.6,36-24 Gladden Fields,Nutrition Ambition,"['health', 'point_of_interest', 'establishment']",Shutters Essex - Lifestyle Shutters & Blinds Ltd,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",South Woodham Ferrers,"['locality', 'political']",['route']
51.46,-0.1,96-12 Lowden Rd,ShutterBaby Baby & Child Photography,"['point_of_interest', 'establishment']",Milkwood Community Park,"['park', 'premise', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.6,-0.22,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.72,0.55,Danbury,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.1,1.31,12-5 Woolnough Rd,Woodbridge,"['locality', 'political']",Na,Na,Na,Na,['route']
51.63,0.44,Brackendale,Billericay,"['locality', 'political']",Na,Na,Na,Na,['route']
51.75,0.45,Chelmsford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.14,-0.14,Crawley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,-0.22,82-52 St Helens Gardens,North Kensington Medical Centre,"['health', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.67,0.21,Na,Na,Na,Na,Na,Na,Na,Na
51.46,-0.14,5-3 Crescent Ln,JVDK (INC),"['point_of_interest', 'establishment']",Johnson Banks Design Ltd,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.76,-0.03,Hoddesdon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.95,0.64,Halstead,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.35,-0.36,Esher,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.76,0.09,Kingsland,Harlow,"['locality', 'political']",Na,Na,Na,Na,['route']
51.57,-0.24,London,The Scaffolding Co Ltd,"['point_of_interest', 'establishment']",Storguard Limited,"['storage', 'point_of_interest', 'establishment']",Pelicans Group,"['store', 'point_of_interest', 'establishment']","['locality', 'political']"
51.95,1.33,Stonegrove Road,Felixstowe Port Container Services,"['point_of_interest', 'establishment']",Felixstowe,"['locality', 'political']",Na,Na,['route']
51.53,0.16,102 Centre Rd,Syntaxis Construction UK Ltd,"['general_contractor', 'point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",Na,Na,['route']
51.5,-0.34,Trumpers Way,Chantal Flores Design,"['florist', 'store', 'point_of_interest', 'establishment']",Magic Food & Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
52.04,-0.65,M1,Salford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.72,Rochford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.46,0.26,Dartford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.47,-1.54,Na,Na,Na,Na,Na,Na,Na,Na
52.2,0.99,Stowmarket,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.46,0.01,72-62 B212,London,"['locality', 'political']",Na,Na,Na,Na,['route']
52.19,-0.9,Collingtree,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.27,0.06,Westerham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.35,Greenford,Birkbeck College Sports Ground,"['premise', 'point_of_interest', 'establishment']",London Marathon Playing Fields,"['premise', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.59,-0.01,690-568 A503,Soapsmith Ltd,"['store', 'point_of_interest', 'establishment']",Aquarius Beauty Salon,"['beauty_salon', 'point_of_interest', 'establishment']",Clockwork Studios,"['point_of_interest', 'establishment']",['route']
51.533295,-0.100006,7-19 Danbury St,1977 Design,"['point_of_interest', 'establishment']",Fowler Architects Ltd,"['point_of_interest', 'establishment']",Damien Knight Associates,"['point_of_interest', 'establishment']",['route']
51.6,0.62,Na,Na,Na,Na,Na,Na,Na,Na
52.32,-0.17,2-16 Lancaster Way,Seymour P J,"['point_of_interest', 'establishment']",Godmanchester,"['locality', 'political']",Na,Na,['route']
51.25,-0.57,Guildford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.32,-0.34,Leatherhead,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.58,2-4 Briarswood,Briarswood Beauty & Slimming Clinic,"['beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']",the cabinet maker,"['general_contractor', 'point_of_interest', 'establishment']",Morrisons,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",['route']
53.14,-2.34,Dubthorn Lane,Sandbach,"['locality', 'political']",Na,Na,Na,Na,['route']
51.5,-0.01,Marsh Wall,Magic Roundabout Nursery,"['school', 'point_of_interest', 'establishment']",Tower Hamlets Homes,"['point_of_interest', 'establishment']",IDCF,"['point_of_interest', 'establishment']",['route']
51.46,0.2,Dartford,Popes Road Car Park,"['parking', 'point_of_interest', 'establishment']",Chemical Works,"['premise', 'storage', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.72,0.18,Na,Na,Na,Na,Na,Na,Na,Na
51.27,-0.25,Dorking Road,Walton on the Hill,"['locality', 'political']",Na,Na,Na,Na,['route']
51.68,0.29,Stondon Massey,Hook End,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.85,0.71,Na,Na,Na,Na,Na,Na,Na,Na
52.35,-1.15,9-8 Eldon Way,Na,Na,Na,Na,Na,Na,['route']
51.87,0.93,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,0,69-71 Springbank Rd,La Casa Ltd,"['point_of_interest', 'establishment']",Complete Kitchens and Bathrooms,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Anjel 2000 Ltd,"['health', 'point_of_interest', 'establishment']",['route']
51.51,-0.64,97-101 Eltham Ave,Time Giver Virtual Assistant,"['point_of_interest', 'establishment']",Recruitment Solutions Europe,"['point_of_interest', 'establishment']",Flour Distribution UK Ltd,"['point_of_interest', 'establishment']",['route']
51.46,0.07,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.8,0.18,Na,Na,Na,Na,Na,Na,Na,Na
51.34,0.51,Chatham,Chatham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.71,-0.35,London Orbital Motorway,Na,Na,Na,Na,Na,Na,['route']
51.37,-0.32,Woodstock Lane South,Esher,"['locality', 'political']",Na,Na,Na,Na,['route']
52.2,1.1,Bristow-Jones W J,Norwich Road,['route'],Yew Tree House Antiques,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Na,Na,"['point_of_interest', 'establishment']"
51.57,0.69,Na,Na,Na,Na,Na,Na,Na,Na
51.57,0.61,Daws Heath Road,MDS brickwork and construction,"['general_contractor', 'point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
51.87,-1.2,M40,Na,Na,Na,Na,Na,Na,['route']
51.6,0.6,Rayleigh,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.06,-2.33,Na,Na,Na,Na,Na,Na,Na,Na
51.43,-1.04,Na,Na,Na,Na,Na,Na,Na,Na
51.48,0.18,Pier Road,Farmfoods Ltd,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",J G Harrisons,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",Crownwise Consult,"['accounting', 'finance', 'point_of_interest', 'establishment']",['route']
53.05,-2.33,M6,Na,Na,Na,Na,Na,Na,['route']
51.6,-0.12,London,Wood Green,"['neighborhood', 'locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.02,1.09,Na,Na,Na,Na,Na,Na,Na,Na
51.59,0.07,3-29 Tiptree Cres,Ilford,"['locality', 'political']",Na,Na,Na,Na,['route']
