lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
51.64,0.11,Gravel Lane,Chigwell,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,0.32,Ingatestone Road,Blackmore,"['locality', 'political']",Na,Na,Na,Na,['route']
51.41,0.38,Gravesend,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.31,Rookery Road,Na,Na,Na,Na,Na,Na,['route']
51.5,-0.61,Slough,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.29,Chelmsford Road,Na,Na,Na,Na,Na,Na,['route']
52.22,0.08,Girton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.13,-0.17,Gatwick Road,Zenitel (UK) Ltd,"['point_of_interest', 'establishment']",Gatwick Road South,"['transit_station', 'point_of_interest', 'establishment']",Gatwick Road South,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
52.21,0.97,Na,Na,Na,Na,Na,Na,Na,Na
52.21,0.96,London Lane,Na,Na,Na,Na,Na,Na,['route']
52.21,-0.95,Na,Na,Na,Na,Na,Na,Na,Na
51.42,-0.54,London Orbital Motorway,Egham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.16,-0.15,M23,Horley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.79,0.48,Little Waltham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,-0.25,Capital Ring,London,"['locality', 'political']",Na,Na,Na,Na,['route']
52.04,0.73,8 Siam Pl,Creative Couture Salon,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",SUBWAY Sudbury,"['restaurant', 'food', 'point_of_interest', 'establishment']",Drage & Tozer Opticians,"['store', 'health', 'point_of_interest', 'establishment']",['route']
51.88,-0.45,Luton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.26,Na,Na,Na,Na,Na,Na,Na,Na
51.51,-2.16,M4,Leigh Delamere West Motorway Services,"['premise', 'gas_station', 'point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
52.27,-0.01,Na,Na,Na,Na,Na,Na,Na,Na
52.27,0.4,Na,Na,Na,Na,Na,Na,Na,Na
52.18,-0.88,Na,Na,Na,Na,Na,Na,Na,Na
51.39,-0.58,Knowle Hill,Virginia Water,"['locality', 'political']",Na,Na,Na,Na,['route']
51.71,-0.27,Shenley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52,-0.54,Eversholt Road,Na,Na,Na,Na,Na,Na,['route']
51.7,-0.99,London Road,Na,Na,Na,Na,Na,Na,['route']
51.56,-0.47,9 The Dr,Ickenham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,0.23,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,0.07,Forest Road,Waltham Abbey,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,-0.22,Potters Bar,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.51,Iver,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.16,Primrose Hill Road,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.29,-0.3,Headley Road,Leatherhead,"['locality', 'political']",Na,Na,Na,Na,['route']
52.48,-1.71,M42,Coleshill,"['locality', 'political']",Na,Na,Na,Na,['route']
51.77,-0.41,Punchbowl Lane,Na,Na,Na,Na,Na,Na,['route']
52.23,1.1,Na,Na,Na,Na,Na,Na,Na,Na
51.65,0.17,Stapleford Road,Classic Rug Care,"['laundry', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Aim Search - Print Recruitment Specialists,"['point_of_interest', 'establishment']",Bons Farm Stables,"['point_of_interest', 'establishment']",['route']
52.54,-1.73,M6 Toll,Curdworth,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,-0.32,Twickenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.2,-2.39,Holmes Chapel Road,Na,Na,Na,Na,Na,Na,['route']
51.63,0.15,Na,Na,Na,Na,Na,Na,Na,Na
51.51,-0.65,M4,Slough,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,-1.13,Na,Na,Na,Na,Na,Na,Na,Na
51.49,-1.58,Na,Na,Na,Na,Na,Na,Na,Na
51.5,0.16,Belvedere,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.02,-0.56,Na,Na,Na,Na,Na,Na,Na,Na
51.6,-0.29,Camrose Avenue,Supatype Secretarial Services,"['point_of_interest', 'establishment']",KK Driving School,"['point_of_interest', 'establishment']",P&HN Boiler Service / Installation,"['plumber', 'home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",['route']
51.07,-1.29,A272,Winchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,-0.3,2-4 Mount Ararat Rd,robin jackson,"['health', 'point_of_interest', 'establishment']",Permanent Cosmetic Enhancements,"['beauty_salon', 'point_of_interest', 'establishment']",Smart Dr K,"['dentist', 'health', 'point_of_interest', 'establishment']",['route']
51.5,-0.04,London,Russia Dock Woodland,"['park', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.39,-0.52,Chertsey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.55,-0.53,Iver,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.26,0.64,Na,Na,Na,Na,Na,Na,Na,Na
51.95,0.22,Na,Na,Na,Na,Na,Na,Na,Na
51.4,0.41,Na,Na,Na,Na,Na,Na,Na,Na
51.66,0.3,Days Lane,Doddinghurst,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.21,Na,Na,Na,Na,Na,Na,Na,Na
51.47,-0.13,Bromfelde Walk,Lark Hall Primary School,"['school', 'point_of_interest', 'establishment']",SilverLine Gymnastics Club,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.83,0.68,Cranes Lane,Na,Na,Na,Na,Na,Na,['route']
52.41,-0.95,Na,Na,Na,Na,Na,Na,Na,Na
52.9,-2.19,Yarnfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.87,0.32,Na,Na,Na,Na,Na,Na,Na,Na
51.87,0.51,Rayne,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.38,Horndon on the Hill,Orsett,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.31,-0.32,2-3 Caen Wood Rd,Ashtead,"['locality', 'political']",Na,Na,Na,Na,['route']
51.56,0.54,Canvey Way,Na,Na,Na,Na,Na,Na,['route']
51.56,-0.55,Na,Na,Na,Na,Na,Na,Na,Na
51.83,-0.21,Welwyn By Pass Road,Welwyn,"['locality', 'political']",Na,Na,Na,Na,['route']
51.79,-0.02,Great Amwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.74,-1.28,M1,Shepshed,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,-0.98,M40,Na,Na,Na,Na,Na,Na,['route']
51.49,0.16,28-2 Beltwood Rd,Putson Dave,"['point_of_interest', 'establishment']",Industrial Internet Solution Ltd,"['point_of_interest', 'establishment']",Belvedere,"['locality', 'political']",['route']
52.09,-0.76,Na,Na,Na,Na,Na,Na,Na,Na
51.58,-0.59,Na,Na,Na,Na,Na,Na,Na,Na
51.44,-1.06,Dorking Way,Calcot,"['locality', 'political']",Na,Na,Na,Na,['route']
51.96,0.21,Newport Drive,Na,Na,Na,Na,Na,Na,['route']
51.77,0.59,Hatfield Peverel,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.34,-0.49,Parvis Road,Charles Fox Residential Lettings,"['real_estate_agency', 'point_of_interest', 'establishment']",West Byfleet,"['locality', 'political']",Na,Na,['route']
51.8,-0.07,Mead Lane,Hertford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,0.26,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5597,0.0708,1 Balfour Rd,Currency Exchange Corporation Ilford,"['finance', 'point_of_interest', 'establishment']",TK Maxx,"['department_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",Wilko,"['hardware_store', 'store', 'point_of_interest', 'establishment']",['route']
51.42,-0.91,M4,Earley,"['locality', 'political']",Na,Na,Na,Na,['route']
52.23,0.9,Na,Na,Na,Na,Na,Na,Na,Na
51.53,0.22,Rainham,Upminster,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.06,1.25,76 Ropes Dr,ISMSS,"['point_of_interest', 'establishment']",Battles Lane,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Battles Lane,"['transit_station', 'point_of_interest', 'establishment']",['route']
51.88,0.56,20-7 Keeble Way,SWPH Services,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Duckers Consultancy,"['finance', 'point_of_interest', 'establishment']",Case Pilots,"['point_of_interest', 'establishment']",['route']
51.62,0.54,Wickford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,-0.1,1 Park Mews,Cavaliero Finn,"['art_gallery', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Roast Designs,"['point_of_interest', 'establishment']",Mark Allen Holdings Ltd,"['point_of_interest', 'establishment']",['route']
51.69,-0.02,Waltham Cross,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,0.29,Greenhithe,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0.46,1-51 Curlew Cres,Basildon,"['locality', 'political']",Na,Na,Na,Na,['route']
51.5,0.12,3-19 Sewell Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,-0.28,12-1 Groveside Cl,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,-0.27,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.76,0.11,The Fortunes,Account 4 U Ltd,"['accounting', 'finance', 'point_of_interest', 'establishment']",Harlow,"['locality', 'political']",Na,Na,['route']
52.04,0.96,32-58 Clopton Gardens,Home Computing Services,"['point_of_interest', 'establishment']",T.R. Training Requirements,"['point_of_interest', 'establishment']",Niki's Nails,"['beauty_salon', 'point_of_interest', 'establishment']",['route']
51.49,-0.38,27-11 Fern Ln,Hounslow,"['locality', 'political']",Na,Na,Na,Na,['route']
51.43,-0.06,1 Jews Walk,The Grove Centre Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Cherish Day Nursery,"['school', 'point_of_interest', 'establishment']",Leo musica,"['school', 'point_of_interest', 'establishment']",['route']
51.66,0.39,Ingatestone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,0.61,Hullbridge,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.4,-0.24,241-243 Burlington Rd,Enterprise Rent-A-Car,"['car_rental', 'point_of_interest', 'establishment']",Sacred Heart Catholic Primary School,"['school', 'point_of_interest', 'establishment']",I Print,"['point_of_interest', 'establishment']",['route']
52.05,0.97,Sarah Rand Road,The Creation Station Ipswich & Colchester,"['point_of_interest', 'establishment']",Matt Wilding Painter & Decorator,"['painter', 'point_of_interest', 'establishment']",Hadleigh,"['locality', 'political']",['route']
52.06,1.26,Vincent Drift,The Theatre Emporium ~ School of Performing Arts,"['point_of_interest', 'establishment']",One Wish Entertainment,"['point_of_interest', 'establishment']",Kesgrave,"['locality', 'political']",['route']
51.75,-0.33,Alma Road,Phillips Funeral Directors,"['funeral_home', 'point_of_interest', 'establishment']",The Graduate Career Coach,"['point_of_interest', 'establishment']",VERSEC Limited,"['point_of_interest', 'establishment']",['route']
51.67,-0.37,Berry Grove Lane,Bushey,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,-0.39,Hayes,Brookside,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.65,-0.08,50 A105,Our Lady of Mount Carmel & Saint George R.C. Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Saint Anne's Catholic High School for Girls,"['school', 'point_of_interest', 'establishment']",Ruby blu,"['clothing_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",['route']
51.49,0.03,Anchor and Hope Lane,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.85,0.59,Cressing,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.48,-0.03,Edward Place Motors Ltd,Payne Street,['route'],The Test Centre,"['car_repair', 'point_of_interest', 'establishment']",Artisan 2003,"['point_of_interest', 'establishment']","['car_repair', 'point_of_interest', 'establishment']"
51.55,0.73,131-113 Cumberland Ave,Coman D R,"['electrician', 'point_of_interest', 'establishment']",S G P T Trading,"['point_of_interest', 'establishment']",Southend Airport Transfers,"['point_of_interest', 'establishment']",['route']
51.58,-0.07,94-42 Crowland Rd,Inventory World,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.54,0.77,235-247 Maplin Way N,Biztek Recruitment,"['point_of_interest', 'establishment']",Delaware House,"['health', 'point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",['route']
51.41,-0.24,London,Wimbledon,"['neighborhood', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.08,1.15,223-245 Henley Rd,Lloyd Garden Maintenance Service,"['park', 'general_contractor', 'point_of_interest', 'establishment']",GH Landscapes,"['general_contractor', 'point_of_interest', 'establishment']",Larchcroft Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.67,0.09,Theydon Bois,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,0.26,Dartford,Stone,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.52,0.1,Barking,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.41,-0.25,New Malden,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.28,0.15,Sevenoaks Bypass,Sevenoaks,"['locality', 'political']",Na,Na,Na,Na,['route']
51.78,0.67,1-9 Wooldridge Pl,The Physio Rooms,"['physiotherapist', 'health', 'point_of_interest', 'establishment']",Storage Aspects Limited,"['storage', 'point_of_interest', 'establishment']",Wickham Bishops,"['locality', 'political']",['route']
51.7,0.11,Bakers Lane,J&M Insurance Services (UK) Ltd,"['insurance_agency', 'point_of_interest', 'establishment']",Gane Jackson Scott LLP,"['accounting', 'finance', 'point_of_interest', 'establishment']",Kardex,"['storage', 'point_of_interest', 'establishment']",['route']
51.53,-0.28,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.47,110 Goshawk Dr,Chelmsford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.46,0.09,10-2 Westmoreland Ave,A1 Secretarial Services,"['point_of_interest', 'establishment']",Welling,"['locality', 'political']",Na,Na,['route']
51.55,0.56,18-2 Fleet Rd,South Benfleet,"['locality', 'political']",Na,Na,Na,Na,['route']
51.42,-0.21,40-36 St George's Rd,Chabad Wimbledon,"['synagogue', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",British Red Cross First Aid Training,"['point_of_interest', 'establishment']",Say Communications,"['point_of_interest', 'establishment']",['route']
51.66,0.45,Stock,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.13,-0.14,Copthorne,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.45,266 Crawley Cl,Corringham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,0.7,48-36 Coopers Ave,Mid Essex Blinds,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Perkins G J Ltd,"['point_of_interest', 'establishment']",Limbourne Drive,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.56,-0.04,Capital Ring,London,"['locality', 'political']",Na,Na,Na,Na,['route']
52.07,1.28,Martlesham,Martlesham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.47,-0.04,40-42 Sandbourne Rd,Sandbourne,"['lodging', 'point_of_interest', 'establishment']",Common Growth Community Garden,"['park', 'point_of_interest', 'establishment']",One Harmony Music Ltd,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",['route']
51.53,0.79,Southend-on-Sea,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
50.97,-0.19,Na,Na,Na,Na,Na,Na,Na,Na
51.55,-1.85,Swindon,Arval,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
52.03,0.8,Na,Na,Na,Na,Na,Na,Na,Na
51.66,0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.33,-0.21,Sutton,Banstead,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.64,0.47,Ramsden Heath,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.28,Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.88,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.6,0.48,Crays Hill,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.82,0.63,Na,Na,Na,Na,Na,Na,Na,Na
51.88,0.57,1-53 Howard Cl,AJF Landscapes,"['general_contractor', 'point_of_interest', 'establishment']",JK Foot Healthcare,"['point_of_interest', 'establishment']",Braintree,"['locality', 'political']",['route']
51.43,-0.2,121-35 Kenilworth Ave,B Geraghty,"['health', 'point_of_interest', 'establishment']",Prof Del Loewenthal,"['doctor', 'health', 'point_of_interest', 'establishment']",Music Talks,"['point_of_interest', 'establishment']",['route']
52.09,1.17,Na,Na,Na,Na,Na,Na,Na,Na
51.55,0.18,Dagenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.48,-0.45,Nene Road,Longford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.56,-0.34,23-21 Wood End Rd,Harrow Cricket Club,"['point_of_interest', 'establishment']",Harrow,"['locality', 'political']",Na,Na,['route']
51.02,-0.2,Cuckfield Lane,Na,Na,Na,Na,Na,Na,['route']
51.43,-0.08,10-6 Lyall Ave,Seeley Drive Post Office,"['post_office', 'finance', 'point_of_interest', 'establishment']",Fibromyalgia Awareness UK,"['point_of_interest', 'establishment']",Aardvark Children’s Centres,"['point_of_interest', 'establishment']",['route']
52.05,1.27,Na,Na,Na,Na,Na,Na,Na,Na
51.47,-0.41,188-122 A30,Hounslow,"['locality', 'political']",Na,Na,Na,Na,['route']
51.89,0.56,26 Broad Rd,Braintree,"['locality', 'political']",Na,Na,Na,Na,['route']
51.45,0.11,1-2 Overcourt Cl,Andrews Timber Ltd,"['store', 'point_of_interest', 'establishment']",Hine Construction,"['general_contractor', 'point_of_interest', 'establishment']",Era Bespoke Mouldings,"['general_contractor', 'point_of_interest', 'establishment']",['route']
51.68,-0.39,Watford,Asda Watford Supercentre,"['supermarket', 'atm', 'cafe', 'grocery_or_supermarket', 'gas_station', 'pharmacy', 'finance', 'clothing_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",Shoe Zone,"['shoe_store', 'store', 'point_of_interest', 'establishment']",Barclays Bank,"['bank', 'finance', 'point_of_interest', 'establishment']","['locality', 'political']"
51.72,0.52,Sandon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,-0.12,London,Southgate,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.52,0.46,Corringham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.04,0.74,Sudbury,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.47,-0.01,109 Morden Hill,Cleaners Direct South East Ltd,"['laundry', 'general_contractor', 'point_of_interest', 'establishment']",school twin,"['school', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.11,-0.14,Crawley,Worth,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.82,0.75,Tiptree,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.66,0.35,Na,Na,Na,Na,Na,Na,Na,Na
51.72,0.68,Spencer Close,Maldon,"['locality', 'political']",Na,Na,Na,Na,['route']
52.36,-1.16,Na,Na,Na,Na,Na,Na,Na,Na
51.49,-0.45,219-19 Sipson Ln,Sipson,"['locality', 'political']",Na,Na,Na,Na,['route']
52.64,1.26,Sweet Briar Road,Norwich,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,-0.18,112-74 Hamilton Terrace,Kassis,"['general_contractor', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
53.16,-2.35,Na,Na,Na,Na,Na,Na,Na,Na
51.6,0.67,Clements Hall Lane,Hockley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.71,0.42,Writtle,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.76,0.69,Na,Na,Na,Na,Na,Na,Na,Na
51.74,-0.24,Welham Green,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.33,-0.43,Cobham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.24,0.78,General Castle Way,Na,Na,Na,Na,Na,Na,['route']
51.59,0.31,Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.31,-2.42,3-31 Holly Grove,The Video Inventory Agency,"['finance', 'point_of_interest', 'establishment']",Holly Bush Farm,"['point_of_interest', 'establishment']",Na,Na,['route']
51.57,-0.01,93-205 Farmer Rd,A Nice Man With a Van,"['point_of_interest', 'establishment']",Upfront Maintenance & Cleaning Services,"['point_of_interest', 'establishment']",DD Morrison,"['point_of_interest', 'establishment']",['route']
